sample_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03115	0.239166	0.020508	0.018553	0.000434	-0.022533	-0.086458	-0.006250	-0.005341	-0.024849	-0.005943
HG03117	0.245462	0.018842	0.005308	0.004740	-0.007232	-0.072448	0.006164	-0.061114	-0.028200	-0.007448
HG03118	0.230572	0.009796	0.001161	-0.003510	-0.014414	-0.040188	-0.009853	-0.010848	-0.023750	-0.023575
HG03120	0.244621	0.025564	0.001149	0.000161	0.000583	-0.054953	0.005009	-0.048907	-0.052633	-0.024103
HG03121	0.231351	0.014084	0.016531	0.002557	-0.014895	-0.094208	-0.008137	0.001689	-0.008675	0.000701
HG03123	0.235906	0.017452	-0.002544	-0.000469	0.002854	-0.104153	-0.009830	0.004781	-0.019602	-0.001594
HG03124	0.228476	0.013166	0.004222	-0.003806	-0.006400	-0.091683	-0.016288	-0.003301	-0.015519	-0.008702
HG03126	0.233233	0.013197	0.001876	-0.002551	-0.020318	-0.064007	-0.003432	0.015181	0.009915	-0.027972
HG03127	0.245927	0.009450	-0.009346	-0.002282	-0.026507	-0.058142	0.016526	-0.004702	-0.021305	-0.019439
HG03129	0.223815	0.007478	0.003572	-0.002186	-0.022016	-0.103786	-0.022806	0.007644	-0.013553	-0.009766
HG03130	0.245317	0.017638	0.002489	-0.005272	-0.041306	-0.067709	0.004350	0.018898	0.005268	-0.015426
HG03132	0.250958	0.020214	0.003808	-0.006638	-0.006339	-0.086150	-0.009928	0.009281	-0.036795	0.004485
HG03133	0.231317	0.010567	0.000427	0.005043	-0.025865	-0.061372	0.008334	0.019639	-0.022244	-0.006284
HG03135	0.233424	0.021677	-0.008485	-0.000567	-0.003932	-0.075686	-0.012516	-0.002679	-0.028095	0.027125
HG03136	0.230832	0.017395	0.009040	-0.001411	-0.015983	-0.115113	0.004888	-0.011117	-0.024578	-0.023619
HG03139	0.227915	0.004053	0.001147	-0.011212	-0.001434	-0.069909	0.009749	-0.009644	-0.033083	0.003118
HG03157	0.240766	0.022477	0.006878	0.000164	0.020297	-0.084917	0.009546	-0.025663	0.000870	-0.034998
HG03159	0.237457	0.013454	0.002658	-0.004274	-0.008435	-0.052722	0.001216	-0.000507	-0.026093	0.018110
HG03160	0.239898	0.020041	0.004333	-0.001918	-0.003096	-0.050074	0.014104	-0.019726	-0.001218	-0.017112
HG03162	0.219683	0.008669	0.008083	-0.007758	-0.003747	-0.061516	0.000513	0.001688	-0.020805	-0.001579
HG03163	0.222678	-0.000680	-0.002792	-0.018126	-0.009815	-0.088713	-0.009502	0.011431	-0.024630	0.012572
HG03166	0.242384	0.016313	0.000874	-0.005657	-0.015840	-0.074540	-0.000074	0.004539	-0.021643	-0.009381
HG03168	0.229751	0.011146	-0.001170	-0.012349	-0.005087	-0.090958	-0.008735	0.019187	-0.019966	0.005820
HG03169	0.231233	0.009268	-0.000036	-0.015134	0.002139	-0.082233	-0.014545	0.020569	-0.017129	-0.004213
HG03172	0.236192	0.012998	-0.004154	-0.000861	-0.012357	-0.064843	-0.007958	-0.003317	-0.025469	-0.017963
HG03175	0.246854	0.015693	-0.002835	-0.001522	-0.034932	-0.109239	-0.002313	0.015509	-0.042084	-0.001647
HG03189	0.239799	0.013667	0.009249	0.006239	0.011535	-0.042105	-0.006013	0.003466	-0.017231	0.019014
HG03190	0.249595	0.021430	0.001768	-0.000441	-0.003308	-0.073811	-0.007346	0.020486	-0.002016	0.002514
HG03193	0.224461	0.015324	-0.002460	0.001879	0.000696	-0.062200	-0.017839	0.003423	-0.008310	0.002319
HG03195	0.230291	0.019780	-0.001928	-0.001515	0.008419	-0.084548	0.001150	0.019391	0.000341	0.013474
HG03196	0.252786	0.014943	-0.001587	0.004356	-0.010032	-0.062634	0.023007	-0.003705	-0.019696	0.024309
HG03198	0.230626	0.012765	-0.001990	-0.009853	-0.009292	-0.105743	0.001650	0.015486	-0.022962	0.009215
HG03199	0.249640	0.015833	0.000840	0.003782	-0.003958	-0.104692	-0.008848	-0.008351	0.000708	0.004088
HG03202	0.218661	0.017248	0.007112	-0.003939	0.016547	-0.098327	-0.019105	-0.011731	-0.029965	-0.023168
HG03209	0.241551	0.013416	-0.002965	0.015443	-0.069481	0.040560	0.037478	-0.057714	-0.051211	-0.031565
HG03212	0.262105	0.014090	0.001660	0.005416	-0.094058	0.048204	-0.008449	0.024309	0.030351	-0.046692
HG03224	0.235957	0.008737	0.005866	-0.002863	-0.051583	0.036942	0.001086	0.004300	0.003424	-0.014110
HG03225	0.223997	0.008543	0.005689	-0.003957	-0.059723	0.035031	0.011079	-0.005029	-0.010322	-0.003462
HG03228	-0.075407	-0.037946	0.098610	0.010138	0.004033	-0.003897	0.001891	-0.002092	-0.005731	-0.001553
HG03229	-0.082019	-0.009144	0.113356	0.012463	0.002717	-0.000915	0.004752	-0.001722	-0.004087	-0.000638
HG03234	-0.072143	-0.057426	0.047696	0.031937	-0.001250	0.001937	0.001980	-0.000844	0.003481	0.001447
HG03235	-0.069626	-0.025825	0.078916	-0.007056	0.001385	0.002495	-0.001250	-0.002464	0.000652	0.006411
HG03237	-0.074966	-0.040942	0.062686	-0.007608	-0.002464	0.005192	0.002681	0.000039	0.000371	0.005197
HG03238	-0.071005	-0.036892	0.066163	-0.007401	-0.000766	0.004677	-0.003752	-0.000430	-0.000710	0.000697
HG03240	0.243822	0.015051	-0.001575	-0.002186	-0.069479	0.060313	-0.003074	-0.011785	0.007270	0.021600
HG03241	0.223066	0.015022	0.011222	0.015454	-0.082571	0.110003	0.005795	0.005805	0.029234	-0.013978
HG03246	0.242698	0.011699	0.005467	0.004078	-0.052955	0.172219	-0.005184	0.014964	0.049653	-0.015972
HG03247	0.241819	0.016844	0.003679	0.010991	-0.066353	0.104920	0.011448	0.011777	0.043483	0.018617
HG03258	0.227323	0.012039	0.012621	-0.000198	-0.066355	0.117918	0.004458	-0.003094	0.041963	0.007804
HG03259	0.241000	0.014869	-0.001615	0.006275	-0.067913	0.109541	0.003502	0.011132	0.018329	0.009643
HG03265	0.240440	0.015309	-0.000134	-0.010739	-0.033076	-0.120917	-0.001941	0.020665	-0.011826	-0.013579
HG03267	0.235453	0.015538	-0.002416	-0.005306	-0.030768	-0.048015	-0.000541	-0.011754	-0.024679	0.002012
HG03268	0.239340	0.016942	0.007329	-0.001024	-0.009935	-0.059780	-0.006930	-0.029893	-0.037564	-0.009857
HG03270	0.247452	0.023356	-0.002855	-0.001348	0.001185	-0.092486	-0.008365	0.003265	-0.035951	-0.003858
HG03271	0.221698	0.007254	-0.007112	-0.009531	0.007249	-0.096656	-0.024342	0.003181	-0.020803	-0.012239
HG03279	0.226127	0.014697	-0.000578	-0.006815	-0.009513	-0.085089	-0.032622	0.007732	-0.010489	-0.026473
HG03280	0.232408	0.019053	0.000174	-0.004805	-0.017447	-0.075457	-0.010844	0.011425	-0.024940	0.015104
HG03291	0.237781	0.016720	-0.005123	-0.001682	-0.021088	-0.073290	-0.015800	0.022228	-0.013591	-0.009150
HG03294	0.243514	0.012832	0.000461	-0.003848	0.001332	-0.039713	0.006890	-0.002576	-0.000295	0.005659
HG03295	0.244426	0.008262	-0.005193	0.000549	-0.022665	-0.051139	-0.001560	-0.004163	-0.029137	-0.021980
HG03297	0.238066	0.020725	0.009567	-0.001069	-0.002068	-0.078251	-0.012662	-0.015699	-0.027538	-0.008626
HG03298	0.229512	0.011973	-0.008956	-0.007630	-0.011176	-0.051176	-0.009195	0.009248	-0.004068	-0.000037
HG03300	0.227135	0.019647	0.008097	-0.000369	-0.003980	-0.054316	-0.004765	0.013617	-0.015166	0.006613
HG03301	0.251437	0.008291	0.005533	-0.005957	0.004280	-0.064284	-0.000707	0.013234	-0.018819	0.014036
HG03303	0.252076	0.022132	0.008693	0.007347	-0.028843	-0.056508	0.009788	-0.014060	-0.018927	-0.002332
HG03304	0.257548	0.012902	0.006478	0.002732	-0.018945	-0.044566	-0.022689	0.013815	-0.015125	0.022999
HG03311	0.233609	0.011471	0.001819	0.007295	-0.007258	-0.019490	0.002630	-0.012340	-0.010561	0.005507
HG03313	0.239320	0.008591	0.001652	0.005117	-0.007090	-0.067407	0.005426	0.001217	-0.005364	0.023346
HG03342	0.233934	0.011006	0.007143	-0.007747	-0.018234	-0.039900	-0.007626	0.003364	-0.030382	-0.015399
HG03343	0.216454	0.013107	-0.003600	0.000290	-0.010850	-0.055626	-0.012786	-0.002985	-0.022404	0.001974
HG03351	0.249302	0.015523	0.005363	-0.004668	-0.003679	-0.081690	0.001100	0.000872	-0.012055	-0.007019
HG03352	0.223793	0.019031	-0.002228	0.002267	-0.002242	-0.082930	-0.010738	0.018326	-0.000864	-0.008092
HG03354	0.241544	0.016665	0.002334	0.009469	-0.019376	-0.035404	-0.024608	0.004467	0.009260	-0.026254
HG03363	0.234077	0.022570	-0.003190	0.000930	0.027270	-0.048386	-0.008059	-0.002699	-0.015648	0.021739
HG03366	0.236386	0.011253	-0.008702	0.002958	0.006509	-0.072611	-0.001449	0.008733	-0.020481	0.008068
HG03367	0.229295	0.010392	-0.000276	0.003630	-0.018875	-0.066937	-0.009655	-0.001083	-0.020182	-0.000030
HG03369	0.259781	0.016732	0.005704	0.007864	0.007916	-0.037698	0.002910	-0.010110	0.010248	0.023074
HG03370	0.231165	0.013719	0.004952	0.008805	-0.006893	-0.059503	-0.019566	-0.024614	-0.051363	-0.016975
HG03372	0.239368	0.013963	0.007687	0.011672	0.000198	-0.033226	-0.009867	-0.004756	-0.002448	-0.013313
HG03376	0.247883	0.013764	0.007982	0.006008	-0.053910	0.002258	-0.015489	-0.002392	-0.011801	-0.016115
HG03378	0.245650	0.009779	0.011132	0.001047	-0.066673	0.032342	-0.000835	0.000933	0.019968	-0.013892
HG03380	0.236558	0.010246	0.005034	0.008088	-0.040121	0.002164	-0.018372	0.014235	-0.017274	0.005879
HG03382	0.243237	0.012787	0.008186	0.005895	-0.075149	0.047041	0.007952	0.002531	-0.001373	-0.019791
HG03385	0.241707	0.020611	-0.006712	0.000106	-0.035000	0.059460	0.038710	-0.043549	-0.015412	0.002751
HG03388	0.227136	0.010610	-0.013413	-0.001903	-0.043708	0.039481	0.000087	0.014205	0.025534	0.002858
HG03391	0.250173	0.013435	0.002950	-0.001583	-0.075200	0.019848	-0.028878	0.014163	-0.014586	-0.033547
HG03394	0.231800	0.020759	-0.006908	0.012737	-0.048706	0.006975	-0.004728	0.023400	-0.035182	-0.005887
HG03397	0.227951	0.012244	0.007832	0.003612	-0.075090	0.042892	0.004677	0.003690	0.015380	0.002291
HG03401	0.232321	0.018693	-0.006840	0.006964	-0.049563	0.107015	-0.038739	0.010710	0.024301	-0.024240
HG03410	0.231160	0.015887	0.010072	0.004043	-0.055226	0.018144	-0.013113	0.009699	0.011842	0.014708
HG03419	0.210924	0.008996	-0.003329	0.004826	-0.052788	0.017046	0.003226	-0.014368	-0.018763	-0.002960
HG03428	0.248281	0.005273	-0.006204	0.003020	-0.060787	0.033122	0.015242	-0.015530	0.000170	-0.008320
HG03432	0.245862	0.028270	0.002075	0.025366	-0.072638	0.066360	0.033866	-0.022253	-0.006004	0.011728
HG03433	0.249184	0.024476	-0.000728	0.008943	-0.075906	0.056382	-0.004343	0.005494	-0.023923	-0.009954
HG03436	0.235763	0.011413	-0.002189	-0.005468	-0.041817	-0.020610	-0.015176	0.007191	-0.020134	0.007072
HG03437	0.237042	0.006884	-0.000142	0.002346	-0.051162	0.063183	-0.004555	-0.025645	0.003918	0.038415
HG03439	0.245759	0.024367	0.012397	0.002178	-0.078749	-0.000185	-0.012853	-0.003118	-0.034976	0.011570
HG03442	0.253417	0.022600	0.000704	-0.002547	-0.056793	0.022130	-0.012072	0.012584	-0.007989	0.018870
HG03445	0.240824	0.018010	0.007495	0.007414	-0.045321	0.013513	-0.010198	0.005846	-0.005187	-0.002424
HG03446	0.258260	0.017261	0.002202	-0.008308	-0.041920	0.092824	0.037307	-0.043739	0.041033	0.009704
HG03449	0.238793	0.027414	0.002232	0.005203	-0.066833	0.060938	-0.009297	0.018987	0.021318	0.003518
HG03451	0.241212	0.015659	0.002399	0.005022	-0.039196	-0.008266	0.012055	-0.013160	-0.004486	-0.016898
HG03452	0.243658	0.018668	-0.006018	0.007929	-0.054480	0.048713	0.021675	0.000492	-0.019474	0.018664
HG03455	0.249822	0.021618	0.008521	-0.002150	-0.056970	0.045514	0.021161	0.002947	0.012547	0.001579
HG03457	0.234227	0.017337	-0.000593	-0.005310	-0.041379	0.072691	0.026016	-0.053156	-0.027674	-0.016364
HG03458	0.255872	0.019958	0.008903	-0.003066	-0.042485	0.016240	0.016215	-0.003885	-0.019096	0.006087
HG03460	0.248606	0.009593	0.009992	-0.004691	-0.065035	0.060336	0.008228	0.008271	0.015831	0.001045
HG03461	0.245067	0.008354	0.002969	-0.007867	-0.058157	0.076241	-0.014252	0.017360	0.012286	0.014348
HG03464	0.238574	0.010722	0.005392	0.000058	-0.069589	0.061065	0.004390	0.017005	0.009498	-0.015808
HG03469	0.254102	0.012396	0.000906	-0.005304	-0.066455	0.072512	0.036141	0.006900	0.035325	0.002785
HG03470	0.254339	0.011258	0.006675	0.011205	-0.063185	0.036788	0.013657	0.000900	-0.042248	0.000089
HG03472	0.228381	0.012346	-0.001627	-0.007456	-0.050510	0.083213	0.003085	0.004426	0.007897	0.010084
HG03473	0.235221	0.014609	-0.007456	-0.008282	-0.048711	0.044660	-0.003576	0.017577	-0.019872	-0.013686
HG03476	0.247477	0.015079	0.007348	-0.001086	-0.074891	0.006527	0.003443	0.024029	-0.007988	0.001703
HG03478	0.251573	0.008549	0.006711	-0.010169	-0.056155	0.065132	0.007840	0.010494	0.010580	0.011134
HG03479	0.239319	0.015635	0.000663	0.004994	-0.053555	0.029772	0.000634	0.008443	-0.004186	-0.017126
HG03484	0.225230	0.012693	0.003504	0.005009	-0.054558	0.030426	-0.001907	0.017291	0.009259	-0.027367
HG03485	0.235289	0.018117	-0.005961	0.002723	-0.082549	0.031539	0.004936	0.006172	0.004758	0.019942
HG03488	-0.071304	-0.043706	0.075146	-0.000026	-0.001762	-0.001415	0.000173	-0.000133	-0.001560	-0.000037
HG03490	-0.077509	-0.050626	0.037600	0.035862	-0.001499	-0.006813	-0.003824	0.000790	0.000776	0.000992
HG03491	-0.076634	-0.030789	0.077537	0.042615	0.002649	-0.003174	0.004285	-0.000618	-0.000972	-0.000215
HG03499	0.233233	0.018157	-0.007147	0.005834	-0.017040	-0.071652	-0.014030	-0.013203	-0.028687	-0.026013
HG03511	0.239517	0.011756	0.005577	0.002239	-0.011966	-0.099051	-0.001166	0.007366	-0.030164	0.025769
HG03514	0.228578	0.006736	-0.000675	0.001351	-0.014700	-0.080808	0.004790	0.009896	-0.019188	-0.015420
HG03515	0.234043	0.015439	0.012930	0.010487	-0.001579	-0.064867	-0.005903	0.005347	-0.012913	-0.022806
HG03517	0.242234	0.012853	0.002843	0.002541	-0.029107	-0.088211	0.001547	0.002100	0.011842	-0.016715
HG03518	0.224012	0.015898	-0.000452	0.004594	0.011046	-0.073067	-0.011614	-0.006271	-0.015474	0.019891
HG03520	0.243270	0.012607	0.006796	0.000087	-0.007565	-0.100574	-0.015891	0.002273	-0.039351	0.022104
HG03521	0.247197	0.008744	-0.001551	0.010634	-0.019907	-0.023428	-0.002450	0.000112	-0.003387	0.008006
HG03538	0.225771	0.012515	0.001705	-0.003267	-0.050425	0.127584	0.016142	-0.025952	0.047432	0.034837
HG03539	0.224447	0.010593	0.002182	0.004998	-0.061942	0.122472	0.003168	0.013205	0.030631	0.005386
HG03547	0.221042	0.009519	0.003510	-0.013118	-0.058872	0.007961	-0.006389	0.026973	-0.005023	-0.005525
HG03548	0.265104	0.030079	-0.005137	0.000927	-0.081064	-0.002678	0.021484	0.014775	0.012897	-0.021819
HG03556	0.231686	0.011084	0.000481	-0.000622	-0.031802	0.037577	0.005212	-0.015072	0.019669	-0.021823
HG03557	0.240479	0.006649	0.007724	-0.004309	-0.050657	-0.000506	0.009917	0.010043	-0.002568	-0.003724
HG03558	0.229685	0.016321	-0.001648	0.006458	-0.061123	0.024292	0.008516	-0.013394	-0.018508	-0.017931
HG03559	0.262795	0.015228	0.001118	0.000581	-0.063026	0.010284	-0.002532	-0.000925	-0.025085	0.000711
HG03563	0.241787	0.018130	0.006451	0.003810	-0.040913	0.041252	0.002114	-0.007309	0.020365	-0.011607
HG03565	0.241235	0.011506	0.000159	0.005928	-0.065035	0.041909	-0.013097	-0.005685	0.030884	-0.033466
HG03567	0.231435	0.017762	0.004326	0.006815	-0.033187	-0.008167	-0.003395	-0.004248	-0.022579	-0.009051
HG03571	0.222885	0.017868	0.004419	0.009968	-0.037621	-0.008858	-0.010042	-0.003012	-0.004800	-0.022177
HG03572	0.234496	0.010797	-0.009002	-0.003700	-0.024187	0.024827	0.017282	0.016606	-0.035918	-0.001415
HG03575	0.240558	0.012186	0.001413	-0.000424	-0.068998	0.062707	-0.010223	-0.002708	-0.010125	-0.036186
HG03577	0.239651	0.009546	0.008765	-0.003690	-0.050385	0.045214	0.013557	-0.008373	-0.009846	-0.020759
HG03578	0.241479	0.008104	0.000106	-0.007343	-0.007111	-0.006679	-0.011458	0.000785	-0.020930	-0.012953
HG03583	0.239140	0.020867	-0.005227	-0.001220	-0.058391	0.000076	0.006257	0.006095	0.007584	-0.012660
HG03585	-0.079945	-0.038823	0.066387	0.029745	0.000219	-0.006581	-0.001058	0.002846	-0.003244	0.002943
HG03589	-0.081826	-0.011706	0.094957	0.024907	-0.000343	0.002787	0.000448	-0.002714	0.005484	-0.001742
HG03593	-0.087510	-0.012764	0.088308	0.020034	-0.000113	0.003464	0.000726	0.000320	0.001449	0.000066
HG03594	-0.078260	-0.036052	0.097849	0.010850	-0.002991	-0.004876	-0.004621	0.001709	0.001882	-0.000336
HG03595	-0.071074	-0.000616	0.095629	0.011900	-0.003566	-0.003760	-0.007275	0.006443	-0.000430	-0.002503
HG03598	-0.082229	-0.022318	0.082327	0.021264	0.004633	0.003567	0.001467	0.000577	-0.003229	-0.005439
HG03600	-0.075572	-0.030782	0.142807	0.031325	-0.001627	0.004610	-0.005442	-0.001777	-0.001121	0.000752
HG03603	-0.080367	-0.010220	0.117231	0.022089	-0.001281	-0.004378	-0.003146	0.001332	-0.003363	-0.002577
HG03604	-0.080391	0.000414	0.069499	0.004485	-0.005130	0.001774	-0.000739	-0.000540	-0.001323	-0.001330
HG03607	-0.075181	-0.001482	0.087009	0.017018	-0.000852	0.003414	0.001000	0.000152	-0.004028	0.001655
HG03611	-0.077903	-0.021839	0.110449	0.049096	-0.000672	-0.000373	-0.001575	0.002513	0.001118	0.002742
HG03615	-0.074395	-0.019089	0.086757	0.026746	-0.001476	0.002741	0.002227	-0.001795	0.003600	0.002005
HG03616	-0.087349	0.005461	0.076797	0.005498	0.001866	0.002242	-0.000875	0.003025	-0.003434	-0.000737
HG03619	-0.065279	-0.073924	0.066556	-0.015938	-0.002329	-0.002949	-0.001902	-0.001856	0.002949	-0.003283
HG03624	-0.075730	-0.048787	0.073760	0.013289	0.001358	-0.001618	-0.000424	-0.003356	0.005338	0.001115
HG03625	-0.070323	-0.050730	0.056166	0.022599	-0.000105	0.001339	0.002130	-0.003159	-0.001196	0.001664
HG03629	-0.078615	-0.025767	0.082336	0.024160	-0.002468	-0.000644	0.001945	0.003185	-0.001725	0.002327
HG03631	-0.073453	-0.044485	0.034111	0.030889	-0.002147	-0.005483	0.002856	0.000008	0.006307	0.001359
HG03634	-0.078867	-0.026107	0.074885	0.017541	0.000417	-0.002890	-0.000315	0.000882	-0.002908	-0.000688
HG03636	-0.080062	-0.045176	0.048813	0.027846	0.000479	-0.004392	0.002402	-0.002137	-0.000329	0.007091
HG03640	-0.079358	-0.005030	0.109952	0.004298	-0.002905	0.004766	-0.003387	0.003520	-0.001706	-0.001269
HG03642	-0.075703	-0.001560	0.118747	0.024699	-0.000893	0.000050	-0.001746	0.000749	-0.002762	-0.000877
HG03643	-0.082208	-0.024858	0.117540	0.060779	-0.001513	0.000228	0.000450	0.000962	-0.001945	0.000436
HG03644	-0.075769	-0.017742	0.134285	0.043371	0.000295	-0.005426	-0.003288	0.002297	-0.005565	-0.002228
HG03645	-0.070718	-0.032293	0.093837	0.023160	0.003616	-0.003595	-0.000455	0.000005	-0.002807	-0.002764
HG03646	-0.076823	-0.005105	0.113917	0.015957	0.002200	0.000143	0.001421	0.000050	0.000475	-0.001585
HG03649	-0.075645	-0.038168	0.064237	0.021462	-0.001306	0.000433	-0.001015	0.000678	0.001427	0.000626
HG03652	-0.071540	-0.025924	0.088978	0.025137	0.004060	-0.000036	0.005019	0.000518	-0.004629	0.001178
HG03653	-0.070377	-0.028912	0.079805	0.029771	-0.001694	0.000775	0.000828	-0.001741	0.005169	0.002416
HG03660	-0.069596	-0.026537	0.082720	0.011679	-0.001336	0.002968	-0.000530	-0.002897	-0.000356	0.000710
HG03663	-0.080785	-0.017587	0.116737	0.015383	-0.003403	-0.000479	-0.003443	-0.003144	0.000655	-0.002241
HG03667	-0.077046	-0.013219	0.093929	0.010619	-0.003922	0.000395	0.002014	-0.001587	0.003760	0.000277
HG03668	-0.072099	-0.034349	0.068040	0.031877	0.002123	-0.004444	0.003092	-0.002510	0.000870	-0.003492
HG03672	-0.073338	-0.013475	0.095591	0.035561	0.000723	-0.002517	-0.002091	-0.001039	0.005970	0.004071
HG03673	-0.072203	-0.033316	0.115521	0.058908	-0.001779	-0.004197	0.003442	-0.000578	-0.008864	0.005360
HG03679	-0.069474	-0.028109	0.103829	-0.000484	-0.000657	0.007800	-0.002282	0.001589	0.001176	0.000539
HG03680	-0.080775	-0.017847	0.101197	0.033996	-0.001390	-0.000133	-0.006531	0.002689	-0.000965	-0.006283
HG03681	-0.076603	-0.032214	0.130706	0.047958	-0.003167	-0.005940	-0.000730	0.005422	-0.002177	-0.000269
HG03684	-0.074431	-0.016845	0.144848	0.018940	-0.000161	-0.005299	-0.003249	0.001283	0.004520	-0.000709
HG03685	-0.075655	-0.046276	0.087214	0.040219	-0.001333	0.004810	0.000124	0.000996	-0.000435	0.002596
HG03686	-0.070307	-0.012903	0.079697	0.021826	-0.000242	-0.001129	0.000747	0.000030	-0.003789	0.004285
HG03687	-0.082574	-0.014818	0.106864	0.035506	-0.001537	-0.001884	-0.001678	0.001233	-0.003648	0.000009
HG03689	-0.075571	-0.023013	0.093757	0.023188	-0.000762	-0.000743	0.002143	-0.000849	0.002136	0.004299
HG03690	-0.077147	-0.040714	0.075362	0.025478	0.002067	0.000554	-0.001085	-0.002128	0.002756	-0.003273
HG03691	-0.079153	-0.025792	0.091068	0.021853	0.000271	-0.003465	-0.002045	-0.000192	-0.002041	-0.002060
HG03692	-0.080302	0.008590	0.115847	0.009556	-0.002420	0.000826	0.000834	0.001852	0.003583	0.001991
HG03693	-0.078916	-0.015999	0.127566	0.038278	-0.005320	0.003385	0.004838	-0.000960	0.000372	-0.001472
HG03694	-0.077868	-0.036791	0.058827	-0.004082	-0.001264	0.009055	-0.004311	0.001836	-0.001778	-0.001774
HG03695	-0.078018	-0.040699	0.087189	0.030782	0.005574	0.001312	-0.000592	-0.000121	0.001292	0.001990
HG03696	-0.087837	-0.009422	0.087099	0.045840	-0.000508	-0.004666	0.000823	0.000393	0.003173	0.003285
HG03697	-0.084097	-0.020546	0.081139	0.047093	-0.000148	0.000656	0.001616	-0.002446	-0.001379	0.002051
HG03698	-0.071483	-0.012351	0.120949	0.025075	-0.000044	0.006380	-0.002172	0.000012	-0.000446	-0.001548
HG03702	-0.074724	-0.029092	0.112880	0.014760	0.000601	0.004935	-0.002116	0.003674	-0.006376	-0.005370
HG03703	-0.079019	-0.018931	0.096487	0.025612	-0.001092	-0.004926	-0.001201	-0.003465	-0.003113	0.004649
HG03705	-0.077942	-0.029804	0.092025	0.006541	-0.003036	-0.001213	-0.004525	-0.000055	-0.000606	0.002132
HG03706	-0.070457	-0.012694	0.079523	0.005845	-0.003725	-0.000261	-0.000897	0.001638	-0.000530	0.002641
HG03708	-0.074376	-0.028848	0.089881	0.053445	0.002040	-0.001678	0.000918	-0.001140	-0.000357	0.002510
HG03709	-0.084643	0.000038	0.095421	0.028501	0.001054	0.007608	0.002014	-0.006062	-0.005059	-0.002420
HG03711	-0.074124	-0.034235	0.125021	0.044145	-0.001415	-0.004534	0.004130	-0.001906	-0.000505	0.006166
HG03713	-0.075871	-0.038463	0.093114	0.040322	0.002278	0.000152	0.002888	-0.006225	-0.001815	0.000371
HG03714	-0.080049	-0.039762	0.054630	0.043688	0.001785	-0.002660	0.003682	-0.000261	0.001898	0.004787
HG03716	-0.080488	-0.032616	0.077874	0.028722	0.002738	-0.003224	0.000870	-0.000833	-0.003318	0.005369
HG03717	-0.080903	-0.030396	0.094820	0.031186	0.000125	0.001470	0.002728	-0.001358	0.007435	-0.000981
HG03718	-0.083168	-0.030531	0.109760	0.015425	0.000077	0.004032	-0.001439	-0.003581	-0.002898	-0.001402
HG03720	-0.078187	-0.025415	0.113545	0.032467	-0.002656	0.000723	0.006885	0.000916	0.004374	0.001537
HG03722	-0.078046	-0.009867	0.102386	0.046064	-0.004966	-0.005562	-0.000114	-0.002924	-0.002391	0.001095
HG03727	-0.078530	-0.045360	0.089009	0.037751	0.002377	0.002931	-0.003322	0.003027	-0.004361	0.002241
HG03729	-0.072827	-0.018015	0.087727	0.020526	0.000467	-0.000080	0.000566	-0.002563	0.003394	-0.001332
HG03730	-0.076723	-0.007491	0.095279	0.016375	0.000763	0.003255	-0.000454	-0.002812	-0.000203	0.001213
HG03731	-0.081835	-0.026142	0.121523	0.024525	-0.004744	-0.003920	-0.001336	0.001566	-0.001384	0.000025
HG03733	-0.075589	-0.033050	0.098930	0.015825	-0.002972	-0.002933	-0.002413	0.000022	0.001737	0.000511
HG03736	-0.073935	-0.042045	0.074548	0.004553	-0.004704	0.003034	-0.001174	-0.000219	0.000304	-0.002446
HG03738	-0.067413	-0.045232	0.106230	0.036382	-0.001652	-0.005367	0.000050	-0.000464	0.000681	0.005244
HG03740	-0.078194	-0.006985	0.108085	0.001153	0.002103	0.002231	-0.002304	0.003690	-0.000618	0.001370
HG03741	-0.079928	-0.019646	0.112438	-0.005348	-0.000321	-0.007864	-0.011416	0.001707	-0.004120	0.002152
HG03742	-0.069953	-0.016691	0.108854	0.029033	0.000872	-0.003272	-0.005359	-0.000279	-0.000116	-0.002326
HG03743	-0.078506	-0.012895	0.093257	0.036579	0.003205	-0.003171	-0.005809	0.000948	-0.005505	0.001107
HG03744	-0.080491	-0.020360	0.108944	0.018101	0.000087	0.002417	0.000689	-0.000683	-0.002712	0.005034
HG03745	-0.077571	-0.013858	0.078981	0.029130	0.003274	-0.001112	-0.003128	-0.000998	0.000409	-0.002946
HG03746	-0.079520	-0.033039	0.068162	0.029186	0.002153	-0.001330	-0.000015	-0.002384	0.001052	-0.000357
HG03750	-0.071996	-0.041413	0.091231	0.037334	0.002436	-0.005139	0.004823	-0.002414	-0.002741	0.003280
HG03752	-0.081131	-0.017623	0.101904	0.018828	-0.001947	-0.007069	-0.002118	0.003745	-0.003135	-0.000418
HG03753	-0.081110	-0.029984	0.105770	0.016402	-0.003424	0.000645	-0.001123	-0.002621	-0.002501	-0.001915
HG03754	-0.076489	-0.036660	0.097112	0.027279	-0.001299	-0.004779	0.002165	0.002046	-0.005168	0.007706
HG03755	-0.070767	-0.025741	0.096122	0.029426	0.001721	-0.004136	0.001009	0.000637	0.002622	-0.000185
HG03756	-0.072283	-0.024186	0.112314	0.030691	-0.002613	0.005195	-0.003358	0.002026	-0.002162	0.001494
HG03757	-0.077767	-0.010609	0.114096	0.025081	-0.005784	-0.001776	-0.002541	0.003478	-0.003998	-0.006526
