sample_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03159	0.234570	0.011748	0.000239	0.000460	-0.006511	-0.053983	0.010620	-0.000584	-0.030599	0.021788
HG03160	0.242250	0.019158	0.005554	0.000605	-0.001537	-0.042107	0.008216	0.021462	0.016687	-0.016646
HG03162	0.222861	0.010330	0.008911	-0.009871	-0.003579	-0.073939	0.014258	0.007014	-0.025492	0.003046
HG03163	0.224445	0.004560	-0.003056	-0.012681	-0.008103	-0.083753	0.011135	-0.004931	-0.015154	0.005482
HG03166	0.245861	0.017595	0.001444	-0.006073	-0.014964	-0.076683	0.014984	-0.000334	-0.021790	-0.001722
HG03168	0.225874	0.011634	-0.004416	-0.011558	-0.005983	-0.094148	0.012429	-0.022396	-0.019468	0.016945
HG03169	0.227650	0.008742	-0.004098	-0.013375	0.000662	-0.080077	0.012128	-0.014218	-0.026807	-0.009491
HG03172	0.231107	0.011159	-0.005516	-0.002600	-0.008332	-0.067666	0.008131	0.005028	-0.015358	-0.016726
HG03175	0.243709	0.014565	-0.005982	-0.003813	-0.028666	-0.111690	0.020743	-0.004699	-0.027560	-0.000109
HG03189	0.235533	0.014457	0.011235	0.003638	0.018259	-0.039919	-0.002647	-0.009239	-0.002609	0.027870
HG03190	0.241113	0.021081	0.004040	-0.004042	0.002414	-0.067287	0.012396	-0.018851	-0.013747	-0.000951
HG03193	0.231522	0.015568	0.000812	-0.000028	-0.006112	-0.061609	-0.001738	-0.007011	-0.021553	0.003746
HG03195	0.229343	0.021659	-0.004196	0.003265	0.003013	-0.074047	0.012724	-0.012650	-0.009667	0.002605
HG03196	0.251539	0.012920	-0.002590	0.004943	-0.010185	-0.062510	0.022595	0.014767	0.002307	0.027992
HG03198	0.224145	0.017100	-0.002708	-0.006158	-0.008495	-0.108743	0.015046	-0.005848	-0.041251	0.007109
HG03199	0.249086	0.017622	-0.001593	0.000967	-0.008493	-0.109475	0.003248	0.010312	0.008791	0.002835
HG03202	0.211169	0.018295	0.007510	-0.009152	0.014232	-0.089661	-0.000088	0.008061	-0.016735	-0.014344
HG03209	0.236854	0.012618	0.000097	0.010975	-0.066756	0.061714	0.009117	0.079384	-0.012965	-0.005475
HG03212	0.257757	0.013053	0.000645	0.005344	-0.077925	0.055778	0.000871	-0.023722	0.000038	-0.042340
HG03224	0.236334	0.013527	0.003246	-0.000298	-0.055438	0.041080	-0.002582	-0.002219	-0.011985	-0.015487
HG03225	0.220037	0.009294	0.006127	-0.008276	-0.069007	0.042692	0.002078	0.005319	-0.003692	0.002112
HG03228	-0.073838	-0.040868	0.092611	0.001919	0.004211	-0.002725	0.000337	0.003852	-0.002359	-0.001808
HG03229	-0.081444	-0.008156	0.114302	0.001462	-0.000009	-0.003350	0.001483	0.002420	-0.005638	0.000916
HG03234	-0.072453	-0.057975	0.052155	0.028015	-0.001542	0.003157	0.001578	-0.001339	0.004705	0.001630
HG03235	-0.069923	-0.028040	0.081630	-0.015498	-0.000194	0.003015	-0.002466	0.000292	0.002282	0.006927
HG03237	-0.073558	-0.045252	0.059045	-0.013774	-0.001581	0.004503	0.001714	0.000324	0.000952	0.004316
HG03238	-0.071933	-0.039743	0.066351	-0.013146	-0.000975	0.005746	-0.003350	-0.001388	-0.000904	-0.003043
HG03240	0.244130	0.019227	-0.003500	-0.001015	-0.071222	0.055144	-0.019448	0.007031	0.002129	0.022492
HG03241	0.228061	0.018276	0.013780	0.015854	-0.086146	0.110176	-0.011716	-0.008143	0.026726	-0.007349
HG03246	0.240860	0.014898	0.005591	0.004669	-0.057702	0.160945	-0.018156	-0.014513	0.032254	-0.019128
HG03247	0.236684	0.019453	0.002899	0.008663	-0.061909	0.074964	-0.001565	-0.012330	0.023840	0.011851
HG03258	0.228496	0.012046	0.016655	-0.001188	-0.068637	0.116304	-0.017307	-0.007799	0.026624	-0.000118
HG03259	0.241374	0.020226	-0.000573	0.008466	-0.055085	0.108529	-0.003906	-0.015252	0.007156	0.003353
HG03265	0.237126	0.018438	0.000642	-0.009273	-0.028713	-0.114043	0.023763	-0.006165	-0.017214	-0.010425
HG03267	0.232072	0.017897	0.000547	-0.001153	-0.025784	-0.049429	0.004173	0.007902	-0.012137	0.012390
HG03268	0.239350	0.015537	0.006700	-0.005235	-0.011583	-0.060357	-0.004304	0.023784	-0.013820	-0.001320
HG03270	0.252193	0.026043	0.000265	-0.000805	0.009926	-0.087198	0.009275	0.002001	-0.030077	-0.009600
HG03271	0.223781	0.006388	-0.008947	-0.011234	0.004020	-0.095674	-0.003492	0.001109	-0.030676	-0.023861
HG03279	0.225330	0.015069	-0.001716	-0.008408	-0.003957	-0.071568	-0.001746	-0.005481	-0.015943	-0.022042
HG03280	0.224452	0.020640	0.000265	-0.006589	-0.013214	-0.072852	0.007629	-0.005773	-0.028043	0.007960
HG03291	0.235198	0.016163	-0.010053	-0.003885	-0.021850	-0.070770	0.010963	-0.015665	-0.015130	-0.015406
HG03294	0.240830	0.013374	-0.000183	-0.002512	-0.002905	-0.037376	0.008728	-0.001131	-0.010231	0.001074
HG03295	0.242410	0.009882	-0.006199	0.000502	-0.018767	-0.053499	0.013137	0.015667	-0.021269	-0.020123
HG03297	0.242483	0.019872	0.012450	-0.005523	0.000619	-0.082105	-0.002781	0.012109	-0.022133	-0.009712
HG03298	0.230800	0.016866	-0.010287	-0.008365	-0.008975	-0.048573	0.007090	-0.011410	-0.007461	-0.008112
HG03300	0.231761	0.018405	0.004081	-0.000801	-0.009104	-0.048070	0.012414	-0.009269	-0.023234	0.006861
HG03301	0.252137	0.007959	0.004428	-0.009127	0.001585	-0.066141	0.012944	-0.001558	-0.012478	0.005796
HG03303	0.243024	0.021109	0.004450	0.004580	-0.032773	-0.046294	0.008804	0.012149	-0.006624	-0.002449
HG03304	0.250907	0.014217	0.010742	0.001427	-0.016669	-0.054190	-0.005987	-0.022710	-0.035244	0.005079
HG03311	0.223318	0.010059	0.000871	0.007846	-0.007836	-0.022738	0.003553	0.019016	-0.011181	0.010525
HG03313	0.237462	0.008325	0.000879	0.005899	-0.011361	-0.056871	0.008991	0.001392	0.011612	0.017838
HG03342	0.236609	0.010272	0.005664	-0.008389	-0.021217	-0.035440	0.005327	0.005198	-0.018468	-0.008572
HG03343	0.225779	0.011729	-0.003326	0.000483	-0.014291	-0.066877	0.002214	-0.001387	-0.027212	0.003864
HG03351	0.250120	0.017548	0.002607	-0.007787	-0.002429	-0.087111	0.013727	0.005160	-0.013861	-0.007185
HG03352	0.222483	0.020837	-0.001321	0.002487	0.000123	-0.088580	0.015075	-0.018132	-0.001989	-0.010477
HG03354	0.237524	0.018112	0.001745	0.005780	-0.012280	-0.045622	-0.007359	-0.009445	-0.007655	-0.024193
HG03363	0.227691	0.026316	-0.004115	0.003785	0.028189	-0.055074	-0.007212	-0.009233	-0.009090	0.014680
HG03366	0.232179	0.012168	-0.007344	0.004783	0.008654	-0.083833	0.016781	-0.000650	-0.013923	0.002586
HG03367	0.227678	0.013397	0.003769	0.000977	-0.018638	-0.067323	0.003562	0.003300	-0.018567	-0.001910
HG03369	0.259551	0.013647	0.005435	0.008203	0.008823	-0.043373	0.006631	0.000880	0.016818	0.022007
HG03370	0.230867	0.011676	0.008846	0.002549	-0.006155	-0.061751	-0.013385	0.023497	-0.025389	-0.020892
HG03372	0.239930	0.013583	0.008823	0.007907	-0.005044	-0.027754	0.003406	0.006381	0.000523	-0.019174
HG03376	0.245797	0.013464	0.006326	0.004364	-0.058088	0.021161	-0.005243	-0.009565	0.000349	-0.017595
HG03378	0.242201	0.012203	0.008014	0.004497	-0.069785	0.028052	-0.005946	-0.018109	0.028171	-0.016679
HG03380	0.236723	0.010960	0.004464	0.003126	-0.037829	0.009005	-0.010555	-0.012000	-0.020717	0.006500
HG03382	0.243796	0.013925	0.008507	0.006199	-0.081635	0.054027	0.001011	-0.001075	0.004011	-0.004010
HG03385	0.246954	0.024761	-0.005035	-0.002227	-0.031912	0.055301	0.009818	0.045438	-0.003149	0.015756
HG03388	0.235354	0.008234	-0.012448	-0.000357	-0.039236	0.026577	-0.001679	-0.009570	0.008485	-0.003888
HG03391	0.250272	0.011061	0.004044	-0.000313	-0.067087	0.015352	-0.017350	-0.021215	-0.023559	-0.034533
HG03394	0.227027	0.022364	-0.006887	0.015250	-0.043615	0.009405	0.001662	-0.020983	-0.038216	0.007337
HG03397	0.228906	0.011770	0.007041	-0.001695	-0.079462	0.045740	0.001229	-0.008051	0.007553	0.011783
HG03401	0.231578	0.019156	-0.002225	0.005956	-0.042416	0.102194	-0.032193	-0.018009	0.007486	-0.042846
HG03410	0.232441	0.016275	0.010303	0.003972	-0.061841	0.015421	-0.014294	-0.021059	-0.001588	0.006867
HG03419	0.213833	0.007757	-0.005550	0.002122	-0.053491	0.032187	-0.005594	0.015373	-0.000066	0.009676
HG03428	0.247384	0.005333	-0.004053	0.010535	-0.062471	0.031448	0.009758	0.040188	-0.009555	-0.002835
HG03432	0.246117	0.030870	0.005167	0.029715	-0.067301	0.078386	0.004144	0.024543	0.045850	0.030279
HG03433	0.240708	0.025501	-0.001725	0.008768	-0.068086	0.046212	-0.002588	-0.004284	-0.021602	-0.004618
HG03436	0.233019	0.013794	-0.003677	-0.002084	-0.043477	-0.031217	-0.006973	-0.008767	-0.030053	0.003729
HG03437	0.236227	0.007061	-0.003308	0.004628	-0.047137	0.059445	-0.031244	0.017090	0.018128	0.043823
HG03439	0.244963	0.026921	0.008704	0.003805	-0.087639	0.000879	-0.008589	-0.003243	-0.019288	0.013945
HG03442	0.254504	0.023957	0.001827	0.002311	-0.061098	0.018299	-0.003966	-0.022400	-0.020683	0.011024
HG03445	0.238945	0.018875	0.007108	0.010521	-0.041696	0.010707	-0.001443	-0.004402	-0.020838	0.000076
HG03446	0.250589	0.019874	0.006132	-0.007011	-0.038009	0.087776	-0.015707	0.030292	-0.005104	0.034953
HG03449	0.237614	0.029164	-0.000365	0.007214	-0.068697	0.063339	-0.006200	-0.034457	0.009762	0.001415
HG03451	0.246031	0.014863	-0.000984	0.002306	-0.042350	-0.003286	0.005416	0.010974	0.017874	-0.010119
HG03452	0.244692	0.018199	-0.006436	0.009365	-0.052393	0.051119	0.013042	0.018684	-0.031075	0.034812
HG03455	0.251228	0.020112	0.005432	-0.002460	-0.057453	0.036019	0.017367	-0.009834	-0.012705	0.001542
HG03457	0.229459	0.016637	-0.001759	-0.005036	-0.030091	0.062581	-0.012003	0.049679	-0.007044	0.002725
HG03458	0.247527	0.022420	0.005895	-0.004363	-0.043717	0.035404	0.007104	0.005893	0.004700	0.010031
HG03460	0.246445	0.012477	0.009444	-0.005626	-0.069329	0.054870	-0.009150	-0.007846	0.006486	-0.001032
HG03461	0.247156	0.009735	-0.003260	-0.008806	-0.060039	0.075675	-0.017758	-0.025608	0.018411	0.023181
HG03464	0.239427	0.010878	0.006807	0.001188	-0.073693	0.059750	-0.000660	-0.014047	-0.000081	0.005438
HG03469	0.250777	0.011991	0.003499	-0.002029	-0.059967	0.050174	0.023009	-0.005319	0.012212	0.004334
HG03470	0.249925	0.013378	0.008639	0.011550	-0.064228	0.041149	0.009456	0.013355	-0.010595	0.017462
HG03472	0.224361	0.010875	-0.002738	-0.006287	-0.061114	0.100913	-0.005213	-0.007804	-0.003826	0.023048
HG03473	0.236108	0.013301	-0.005574	-0.009932	-0.051680	0.054596	0.010144	-0.013680	-0.006837	-0.008355
HG03476	0.246441	0.013724	0.003309	0.002218	-0.072623	0.011334	0.002281	-0.012434	-0.008969	0.002569
HG03478	0.252602	0.011949	0.005310	-0.008392	-0.059546	0.064703	0.000167	-0.007254	0.016692	0.005432
HG03479	0.239132	0.015869	0.001801	0.006987	-0.054489	0.030465	0.005487	-0.001349	-0.005497	-0.007361
HG03484	0.229319	0.009270	0.000963	0.007441	-0.054926	0.038665	-0.000066	-0.014860	-0.009512	-0.005833
HG03485	0.227875	0.023203	-0.005442	0.005145	-0.077076	0.027107	0.001563	-0.012533	-0.002738	0.020250
HG03488	-0.072921	-0.044379	0.076885	-0.007147	-0.001710	-0.002489	0.000127	0.000503	-0.001179	-0.001160
HG03490	-0.076713	-0.053420	0.043746	0.030097	-0.002507	-0.007428	-0.000405	-0.003930	0.003575	0.001238
HG03491	-0.074759	-0.033314	0.081540	0.042606	0.004317	-0.004084	0.003856	0.002560	0.000915	0.000204
HG03499	0.235146	0.019790	-0.004941	0.004729	-0.019921	-0.082190	0.004362	0.025776	-0.043483	-0.029571
HG03511	0.236683	0.016117	0.006538	-0.001117	-0.014919	-0.083580	0.017179	-0.004267	-0.016876	0.018484
HG03514	0.227209	0.007437	0.002173	0.002287	-0.012243	-0.075028	0.026606	0.000862	-0.026229	-0.016098
HG03515	0.233643	0.011390	0.011963	0.010736	0.000060	-0.057000	0.011243	-0.001581	-0.020105	-0.016782
HG03517	0.233470	0.013034	0.005670	0.000992	-0.030124	-0.075504	0.013198	-0.005416	0.007589	-0.020384
HG03518	0.218145	0.015337	0.000114	0.003344	0.012897	-0.064599	0.010209	-0.000563	-0.011995	0.022538
HG03520	0.239181	0.015125	0.008695	-0.001620	-0.000043	-0.086052	0.004937	-0.002927	-0.041627	0.022280
HG03521	0.247117	0.009393	0.001971	0.010727	-0.022132	-0.025533	-0.001208	-0.003824	0.001835	0.001127
HG03538	0.230304	0.010106	0.001627	-0.002395	-0.059166	0.121327	-0.022266	0.005187	0.032866	0.036113
HG03539	0.218644	0.009133	0.002935	0.006624	-0.052593	0.102584	-0.006047	-0.016767	0.019725	0.006889
HG03547	0.219793	0.004838	0.002613	-0.009811	-0.053423	0.001527	0.003626	-0.023839	-0.015506	-0.009497
HG03548	0.273673	0.031280	-0.003963	0.002052	-0.094795	-0.002386	0.022733	-0.004357	0.016662	-0.018737
HG03556	0.233342	0.011396	-0.001709	-0.004044	-0.035304	0.029611	-0.004527	0.004631	0.025644	-0.016571
HG03557	0.240855	0.006426	0.005648	-0.003105	-0.065041	0.005770	0.014543	-0.000130	0.000412	0.000080
HG03558	0.224061	0.018023	0.001338	0.002969	-0.064167	0.028952	0.002016	0.026887	0.017054	-0.010831
HG03559	0.256572	0.016767	0.002422	0.000168	-0.053879	0.013067	-0.002007	0.003769	-0.012362	0.005825
HG03563	0.237223	0.017968	0.004058	0.003456	-0.041774	0.038491	-0.005432	0.003428	0.015192	-0.010219
HG03565	0.241806	0.017977	0.003998	0.006265	-0.059370	0.046538	-0.019801	-0.004949	0.026062	-0.028498
HG03567	0.225160	0.017533	0.004455	0.005357	-0.030499	-0.007399	-0.004065	0.011078	-0.033650	-0.000299
HG03571	0.223531	0.019275	0.002814	0.010863	-0.034692	-0.006879	-0.007582	0.006205	-0.000481	-0.024205
HG03572	0.233524	0.014435	-0.007181	-0.004099	-0.027334	0.031096	0.020129	0.001289	-0.029851	0.002237
HG03575	0.245235	0.013404	0.004550	0.001573	-0.065891	0.057542	-0.012659	0.007695	-0.018733	-0.031647
HG03577	0.235310	0.007200	0.010615	-0.005728	-0.049284	0.051690	-0.001395	0.015246	-0.005398	-0.008452
HG03578	0.237729	0.010582	-0.000987	-0.007757	-0.000889	0.000459	-0.006145	0.000669	-0.011865	-0.003899
HG03583	0.244749	0.020768	-0.006736	-0.001353	-0.068704	0.007400	0.005410	0.009394	-0.012594	-0.015116
HG03585	-0.077046	-0.041444	0.069205	0.025839	0.002131	-0.006116	0.000308	-0.002552	-0.002170	0.002613
HG03589	-0.081505	-0.010707	0.097814	0.017139	-0.002423	0.001776	-0.002168	-0.002879	0.004276	-0.002659
HG03593	-0.088815	-0.014048	0.091266	0.016767	-0.001413	0.005030	-0.000136	-0.002013	0.001641	0.000633
HG03594	-0.077620	-0.039373	0.099490	0.005415	-0.004020	-0.005050	-0.001538	-0.002585	0.000360	-0.003045
HG03595	-0.069837	-0.000418	0.097652	0.001038	-0.007707	-0.003618	-0.001987	-0.005869	-0.006496	-0.003440
HG03598	-0.080075	-0.023470	0.082888	0.018706	0.004773	0.004383	0.002461	0.000430	-0.002993	-0.004777
HG03600	-0.075528	-0.032562	0.148875	0.015913	-0.003976	0.003421	-0.003567	-0.000218	-0.002220	0.002028
HG03603	-0.078929	-0.014115	0.125819	0.014386	-0.003039	-0.006074	-0.001148	0.000081	-0.003686	-0.002219
HG03604	-0.080270	0.002050	0.076282	-0.003177	-0.005885	0.003483	-0.001378	0.001195	-0.001990	-0.002718
HG03607	-0.075412	0.001589	0.092161	0.009745	-0.004059	0.000744	-0.000965	0.001059	-0.003179	0.001452
HG03611	-0.078841	-0.024838	0.111314	0.040565	-0.003180	-0.000549	-0.001532	-0.004793	0.002378	-0.001647
HG03615	-0.076896	-0.020161	0.095759	0.019779	0.000745	0.002913	-0.000125	0.000566	0.005759	0.003972
HG03616	-0.085347	0.007524	0.083216	-0.001858	0.002862	0.001642	0.000410	-0.005748	-0.006205	-0.003177
HG03619	-0.064924	-0.073135	0.063954	-0.021223	-0.003052	-0.003277	-0.001506	-0.000151	0.000646	-0.004406
HG03624	-0.071919	-0.051361	0.079131	0.009097	0.001103	-0.003132	-0.002818	-0.000010	0.007606	-0.000555
HG03625	-0.068688	-0.049476	0.055867	0.018799	0.000328	0.000393	0.001525	0.002799	-0.001642	0.002011
HG03629	-0.077113	-0.029243	0.088713	0.017596	-0.002369	0.001179	0.001895	-0.001389	-0.005664	0.002757
HG03631	-0.070335	-0.042756	0.038730	0.029720	-0.002019	-0.007132	0.001514	-0.000592	0.004745	-0.000108
HG03634	-0.080220	-0.025760	0.077697	0.008922	0.001736	-0.002406	0.001276	0.000675	-0.001838	0.000576
HG03636	-0.079056	-0.042389	0.049171	0.026671	0.001184	-0.003662	0.000111	0.001989	0.002643	0.008586
HG03640	-0.075884	-0.006615	0.105689	-0.006311	-0.004326	0.002101	0.000217	-0.004817	-0.002107	-0.003700
HG03642	-0.073456	-0.004765	0.126525	0.017561	-0.001574	0.001381	-0.001995	-0.002060	-0.003963	-0.005103
HG03643	-0.081842	-0.028896	0.123737	0.051669	-0.000139	0.002748	0.000270	-0.000461	-0.003299	-0.000481
HG03644	-0.077014	-0.024045	0.136089	0.029828	-0.000719	-0.006726	-0.000769	-0.001702	-0.007770	-0.003695
HG03645	-0.072075	-0.033125	0.094455	0.015055	0.003579	-0.001398	0.000127	0.000226	-0.001567	-0.001768
HG03646	-0.080191	-0.006613	0.114517	0.003382	0.002251	0.001473	0.001781	0.001102	0.000216	-0.000684
HG03649	-0.076475	-0.038279	0.069843	0.015662	-0.000904	-0.000042	-0.001022	-0.002629	0.000105	0.001875
HG03652	-0.070519	-0.030784	0.089587	0.018051	0.004811	-0.000808	0.003628	0.001435	-0.002244	0.002305
HG03653	-0.072114	-0.028385	0.081496	0.020050	-0.002075	0.001895	-0.000411	-0.001382	0.004396	0.002857
HG03660	-0.070063	-0.029867	0.090670	0.005282	-0.001401	0.000359	-0.000203	0.001900	0.000115	0.002025
HG03663	-0.078649	-0.020424	0.116912	0.005396	-0.004914	0.000608	-0.004292	0.000330	-0.002898	-0.000801
HG03667	-0.076575	-0.014670	0.096966	0.007346	-0.004148	0.000540	0.000803	0.000131	0.004614	0.000423
HG03668	-0.073520	-0.036750	0.066804	0.026327	0.003758	-0.002803	0.000424	0.003930	0.001593	-0.002113
HG03672	-0.070540	-0.016060	0.101754	0.028872	-0.000466	-0.003387	-0.003021	-0.000909	0.004292	0.000786
HG03673	-0.075643	-0.034209	0.124645	0.046402	-0.002405	-0.006536	0.002900	0.004587	-0.008186	0.004727
HG03679	-0.070592	-0.029034	0.102540	-0.005630	-0.001364	0.003824	-0.002727	-0.004101	-0.001311	-0.001448
HG03680	-0.079587	-0.019917	0.102030	0.030329	-0.002014	0.000259	-0.004052	-0.003375	-0.004366	-0.005390
HG03681	-0.078396	-0.036127	0.137480	0.038685	-0.002715	-0.006797	0.003425	-0.004533	-0.005541	-0.001638
HG03684	-0.073945	-0.015947	0.135276	0.004076	-0.001714	-0.006858	-0.001173	-0.004454	0.002571	-0.003157
HG03685	-0.075009	-0.046081	0.089048	0.036293	0.000549	0.005310	-0.001256	-0.000812	0.002309	0.003564
HG03686	-0.066833	-0.012466	0.078538	0.019573	0.000828	-0.003007	-0.000624	0.000260	-0.003735	0.004820
HG03687	-0.084023	-0.019063	0.111703	0.024680	-0.003237	-0.003293	-0.000256	-0.000167	-0.005953	-0.001372
HG03689	-0.074419	-0.027499	0.098252	0.016996	-0.002538	0.000241	0.000928	-0.000041	0.003537	0.003499
HG03690	-0.077015	-0.044418	0.077350	0.023816	-0.000010	0.001328	-0.001398	0.000326	0.006111	-0.001526
HG03691	-0.081018	-0.023250	0.099848	0.016018	0.001774	-0.002853	-0.001397	-0.000450	-0.001585	-0.001034
HG03692	-0.081874	0.007758	0.111012	0.008313	-0.001593	-0.000680	-0.001220	-0.005045	0.000646	0.003923
HG03693	-0.078392	-0.015958	0.128556	0.032308	-0.005855	0.003539	0.002612	0.005224	0.001694	0.003253
HG03694	-0.078314	-0.040090	0.061521	-0.011733	-0.003747	0.007379	-0.004202	-0.002074	-0.002164	-0.001348
HG03695	-0.079715	-0.042151	0.091681	0.025080	0.003693	0.002251	-0.001354	-0.002186	-0.000511	0.001086
HG03696	-0.090456	-0.011295	0.095741	0.042832	-0.002108	-0.003556	0.000331	0.000884	0.002951	0.003161
HG03697	-0.083942	-0.021918	0.087095	0.041916	0.000477	0.001321	-0.001413	0.004269	0.000895	0.001630
HG03698	-0.070647	-0.019660	0.129333	0.012785	0.000842	0.005731	-0.003081	-0.000469	0.001144	-0.001752
HG03702	-0.076893	-0.029478	0.116842	0.004736	-0.000390	0.004857	0.000215	0.000419	-0.007528	-0.008012
HG03703	-0.076835	-0.021956	0.092297	0.016715	-0.004066	-0.005794	-0.003526	0.002183	-0.002731	0.002682
HG03705	-0.077048	-0.031069	0.094234	-0.004108	-0.004083	-0.001763	-0.003340	-0.002508	-0.004211	0.000982
HG03706	-0.067838	-0.016694	0.083892	0.000183	-0.005650	-0.001779	-0.001693	-0.000965	-0.004606	0.002705
HG03708	-0.074088	-0.031484	0.096939	0.046562	0.001327	-0.001869	0.001172	0.002293	0.003049	0.004243
HG03709	-0.084885	-0.000721	0.092512	0.017231	0.000529	0.006028	-0.003124	0.006328	-0.002745	-0.004636
HG03711	-0.076290	-0.038527	0.131594	0.033256	-0.000867	-0.005297	0.003055	0.002938	0.003431	0.007032
HG03713	-0.072490	-0.036647	0.098542	0.030746	-0.000225	0.000489	0.001221	0.004133	0.000469	0.000734
HG03714	-0.077784	-0.035259	0.057604	0.043364	0.000672	-0.002687	0.003321	0.000070	0.001325	0.005677
HG03716	-0.080181	-0.035133	0.082699	0.024324	0.001789	-0.003650	0.000227	-0.000918	-0.000952	0.005114
HG03717	-0.081557	-0.033654	0.099670	0.024383	-0.000031	0.000067	-0.000157	-0.001448	0.004830	-0.001637
HG03718	-0.084185	-0.028711	0.110547	0.010029	-0.000308	0.005347	-0.002702	0.002273	-0.004554	-0.001426
HG03720	-0.074120	-0.025978	0.112901	0.027801	-0.002173	-0.001139	0.005734	-0.001362	0.003066	-0.000203
HG03722	-0.076480	-0.010235	0.098619	0.035281	-0.006955	-0.006784	-0.001067	0.001830	-0.000694	-0.001825
HG03727	-0.077125	-0.044245	0.087962	0.034527	0.001466	0.002369	-0.001948	-0.004927	-0.006704	0.001232
HG03729	-0.073566	-0.019292	0.091769	0.010157	-0.001209	-0.000518	-0.000598	0.001976	0.002825	-0.001909
HG03730	-0.074216	-0.008281	0.098526	0.011448	-0.000681	0.003118	-0.002186	0.004439	0.002187	0.000496
HG03731	-0.082086	-0.023482	0.121495	0.013134	-0.005085	-0.005851	-0.000166	-0.001339	-0.004118	0.000448
HG03733	-0.074740	-0.035507	0.095008	0.008781	-0.003330	-0.001965	-0.000657	-0.003515	0.002906	-0.001981
HG03736	-0.074831	-0.044142	0.073143	0.002480	-0.006707	0.001090	0.000960	0.000708	-0.000425	0.000091
HG03738	-0.069360	-0.050851	0.105098	0.028587	-0.001519	-0.004888	-0.000869	-0.001956	0.002390	0.001946
HG03740	-0.076731	-0.009636	0.110874	-0.012075	0.003213	0.000763	-0.000347	-0.001280	-0.003989	0.001431
HG03741	-0.077168	-0.022357	0.110974	-0.010788	0.000155	-0.010398	-0.005548	-0.007280	-0.004362	-0.001815
HG03742	-0.072585	-0.020266	0.114775	0.015337	-0.001396	-0.004463	-0.003351	-0.002539	-0.001524	-0.004124
HG03743	-0.078564	-0.016086	0.097606	0.032741	0.002652	-0.005428	-0.003084	-0.000652	-0.009538	0.000709
HG03744	-0.082191	-0.023519	0.118719	0.009862	0.002273	0.000988	-0.000552	0.000676	-0.002183	0.008181
HG03745	-0.076340	-0.015989	0.081430	0.020204	0.004341	-0.001986	-0.001877	-0.002708	0.003151	-0.003495
HG03746	-0.079940	-0.034098	0.071098	0.021514	0.001991	-0.004530	-0.000679	0.000872	0.002241	-0.000076
HG03750	-0.070085	-0.042597	0.100754	0.031197	0.002460	-0.007333	0.003955	0.003678	-0.000817	0.001540
HG03752	-0.081223	-0.021671	0.105194	0.017209	-0.001743	-0.007814	0.000477	-0.003171	-0.004730	0.000198
HG03753	-0.077707	-0.030880	0.112684	0.012937	-0.004713	-0.001430	-0.002521	0.000543	-0.001463	-0.001963
HG03754	-0.073171	-0.042311	0.104399	0.021448	-0.000827	-0.005372	0.004375	-0.001288	-0.003743	0.005388
HG03755	-0.070397	-0.028184	0.099871	0.022634	0.002612	-0.004883	0.000921	-0.000556	0.004744	0.000871
HG03756	-0.069820	-0.027169	0.106976	0.020255	-0.002869	0.001939	-0.001423	-0.003441	-0.004808	0.001192
HG03757	-0.077131	-0.010910	0.120161	0.013626	-0.008587	-0.003003	-0.000523	0.001188	-0.008116	-0.004356
HG03760	-0.073940	-0.044905	0.114913	0.021493	-0.004081	-0.004269	0.002855	-0.003031	-0.002834	0.000582
HG03762	-0.075875	0.007636	0.066731	-0.003360	-0.004000	0.001305	0.000710	0.002375	-0.002500	-0.001439
HG03765	-0.079376	-0.018832	0.023106	0.017766	-0.001605	-0.004090	-0.000141	-0.000556	0.002194	0.003255
HG03767	-0.069408	-0.044444	0.061106	0.008110	-0.002657	-0.000629	0.003594	-0.006752	-0.003309	-0.006424
HG03770	-0.067423	-0.020637	0.114356	0.009552	-0.003775	-0.004911	-0.004441	-0.002847	-0.004314	-0.002454
HG03771	-0.083006	-0.013692	0.101484	0.005817	0.002298	0.006588	-0.004410	-0.003706	-0.003160	-0.002555
HG03772	-0.080004	-0.023243	0.128575	0.024354	-0.003376	-0.001015	0.003034	-0.000206	0.001811	-0.000457
HG03773	-0.074825	-0.025953	0.098613	0.013265	-0.000486	0.006352	0.000264	0.000914	-0.000198	-0.003202
HG03774	-0.070586	-0.035921	0.095235	0.006470	0.000143	0.004023	-0.000416	-0.003076	-0.005780	-0.003490
HG03775	-0.070878	-0.032107	0.115565	0.029068	-0.003537	-0.001581	-0.000941	0.003310	-0.000619	-0.000708
HG03777	-0.075367	-0.028428	0.107811	0.029900	0.002419	0.004811	0.002249	-0.002545	0.000108	-0.000385
HG03778	-0.074597	-0.025793	0.105870	0.040844	-0.005119	0.002326	-0.004913	0.003302	0.000340	-0.002585
HG03779	-0.074434	-0.026076	0.103213	0.013721	-0.001417	0.009108	-0.007676	-0.003203	-0.003512	-0.001817
HG03780	-0.085129	-0.039560	0.086996	0.025743	-0.001615	-0.003706	0.001345	0.004709	0.001053	-0.000708
HG03781	-0.066253	-0.032057	0.097089	0.019630	-0.001075	-0.002465	-0.000999	-0.001724	0.000052	-0.001567
HG03782	-0.067608	-0.035583	0.090013	0.003742	-0.000328	0.002712	-0.002739	0.000959	-0.007141	-0.001408
