#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03199	0.0373736	0.00436548	0.000485003	0.00183422	0.00114793	0.0600333	-0.0044054	-0.00533109	0.00581007	-0.00856841
HG03202	0.0325543	0.00465071	0.00281411	-0.00183201	-0.00930371	0.0560066	-0.00881428	-0.0166001	0.0124926	0.0148822
HG03209	0.0359592	0.00365248	-0.00132682	0.00664649	0.034562	-0.0228354	0.0318589	-0.0376086	0.0326833	0.0191452
HG03212	0.0389581	0.00378993	0.000698416	0.00234546	0.0471934	-0.0253754	-0.00704316	0.0323225	0.00613838	0.027154
HG03224	0.0352659	0.00234628	0.00209709	-0.00116271	0.0264818	-0.0216868	-0.000775753	0.00325855	-0.000136273	0.00968054
HG03225	0.0334612	0.00233146	0.00218744	-0.00188687	0.0309196	-0.0192333	0.00709697	-0.00447911	0.00127531	0.00708361
HG03228	-0.0111067	-0.0100793	0.0397677	0.00528626	-0.00208937	0.00250334	0.00134466	-0.00350365	-1.92515e-05	0.00225605
HG03229	-0.0121387	-0.00249526	0.0447537	0.00635525	-0.00138909	0.000576126	0.00309926	-0.00250407	-0.00101368	0.00125302
HG03234	-0.0107272	-0.0155995	0.0184742	0.0151869	0.000588788	-0.00130223	0.00179115	0.00175237	0.000180386	-0.00188029
HG03235	-0.010361	-0.00660634	0.0314986	-0.00257826	-0.000709359	-0.0013297	-0.000602051	-0.000881029	4.12484e-05	-0.00463492
HG03237	-0.0111652	-0.0106493	0.0255474	-0.00289308	0.00130163	-0.00339255	0.0013354	-0.00047918	-0.0017452	-0.00239892
HG03238	-0.010524	-0.00968088	0.0260717	-0.00303305	0.000391793	-0.00288865	-0.00229539	-0.000651027	0.000546799	-0.000260268
HG03240	0.036428	0.00395561	-0.000642511	-0.00123101	0.0349279	-0.0330414	0.000154051	-0.00055515	0.00189107	-0.0140144
HG03241	0.0333411	0.00405495	0.00440475	0.00672416	0.0417507	-0.0589191	0.00351176	0.0187674	0.00505609	0.00631493
HG03246	0.036262	0.00307641	0.0020338	0.00202247	0.0276067	-0.0974905	-0.00596937	0.0314555	-0.000836045	0.00391797
HG03247	0.0361639	0.00453256	0.00122638	0.00466087	0.0341709	-0.0592463	0.00469207	0.0241721	-0.01011	-0.0162441
HG03258	0.033936	0.00341635	0.00491419	-0.000270164	0.0342068	-0.0658484	0.0032309	0.0213911	0.00125974	-0.0125194
HG03259	0.0358729	0.00402776	-0.000779779	0.00294008	0.0352271	-0.060981	0.000386789	0.00972092	-0.00890136	-0.00396004
HG03265	0.0358996	0.0042814	5.93369e-07	-0.00469368	0.0163087	0.0682976	-0.00350012	-0.000858424	-0.00825159	0.0136323
HG03267	0.0351551	0.00429961	-0.000910621	-0.0023268	0.0152427	0.0266958	0.00129132	-0.0156528	0.00419642	0.000418653
HG03268	0.0357438	0.00460074	0.00304909	-0.000583703	0.00506981	0.0331822	-0.0011261	-0.0255844	0.0146599	0.00562382
HG03270	0.0370297	0.0062484	-0.00128917	-0.000407217	-0.000974265	0.0525498	-0.00597816	-0.0216621	-0.00582911	0.00991154
HG03271	0.0331297	0.00200406	-0.00289645	-0.00436221	-0.00449953	0.0556142	-0.0145913	-0.0107728	0.00119696	0.00947032
HG03279	0.0337667	0.00397505	-0.000259969	-0.00297218	0.00448007	0.0491712	-0.0195145	-0.000461174	0.0066837	0.0179088
HG03280	0.0347381	0.00520412	-2.03839e-05	-0.00195207	0.00845798	0.0420733	-0.00813888	-0.0146852	-0.0126371	-0.00363572
HG03291	0.0353324	0.00429595	-0.00228725	-0.000954131	0.00989174	0.0416435	-0.0123576	-0.00181953	-0.00849304	0.0109619
HG03294	0.0364611	0.00347257	0.000336821	-0.00186007	-0.00125049	0.0222584	0.00441308	-0.000208047	-0.0023102	-0.00326817
HG03295	0.0364387	0.00212419	-0.00208436	2.06555e-07	0.0106876	0.0289493	-0.000835856	-0.014468	0.00425449	0.0187048
HG03297	0.0355633	0.00585683	0.00395222	-0.000407857	4.24002e-05	0.0444833	-0.00585532	-0.0186811	0.00950798	0.00538069
HG03298	0.0344741	0.00321532	-0.0034841	-0.0031487	0.00534605	0.0290662	-0.00662961	-0.000347872	-0.00410444	0.00174623
HG03300	0.033957	0.00521012	0.00327837	-0.000173662	0.00126536	0.0309262	-0.00511806	-0.0066305	-0.00980452	0.000790001
HG03301	0.0375652	0.00235663	0.00217686	-0.00251116	-0.00232816	0.0351792	-0.00341371	-0.00983057	-0.0122406	-0.00404867
HG03303	0.0375771	0.00605473	0.00340521	0.00316532	0.0149467	0.0317866	0.00711932	-0.0145474	0.00342452	0.00173654
HG03304	0.0384419	0.0036101	0.00278689	0.00140239	0.00909721	0.0242778	-0.014719	-0.00948877	-0.0123745	-0.00831475
HG03311	0.0347267	0.00314046	0.000631153	0.00333957	0.00300337	0.00964366	0.00278766	-0.00911499	0.00180344	-0.00444704
HG03313	0.0357124	0.0025021	0.000434187	0.00189248	0.0037631	0.037673	0.00217838	-0.00695124	-0.00802821	-0.0125741
HG03342	0.0349502	0.00283002	0.00282298	-0.0034818	0.00944174	0.0222935	-0.00540196	-0.0167646	-2.14571e-06	0.0158009
HG03343	0.0323514	0.00354153	-0.00113033	-0.000143583	0.0049113	0.031675	-0.0072448	-0.0119846	0.00109687	0.00210824
HG03351	0.0371381	0.00419167	0.00221321	-0.00208122	0.00111953	0.0454663	0.000786438	-0.0043842	0.00127755	0.00493862
HG03352	0.0334881	0.00503124	-0.000928737	0.000835892	0.000869895	0.0473152	-0.00869764	0.00358638	-0.00580179	0.00603239
HG03354	0.0360153	0.00437877	0.000802387	0.00410977	0.00965395	0.0189079	-0.0144657	0.00803324	0.00903565	0.0116643
HG03363	0.0350231	0.00620299	-0.00116804	0.000468596	-0.0145818	0.0259342	-0.00495344	-0.0144952	-0.00606792	-0.0119359
HG03366	0.0352611	0.00307568	-0.00348762	0.00116233	-0.00439887	0.0415221	-0.0021128	-0.0115328	-0.00886401	-0.000551265
HG03367	0.0343203	0.00266959	9.56355e-05	0.00143444	0.00907172	0.0383923	-0.00589806	-0.0131071	-0.000339899	0.00196857
HG03369	0.0387552	0.00444912	0.00212596	0.00364223	-0.00488804	0.0206436	0.00347315	0.00274727	0.00384905	-0.0170035
HG03370	0.0344817	0.00392114	0.00191341	0.00409983	0.00288238	0.033176	-0.00892955	-0.0355757	0.0126607	0.0139411
HG03372	0.0356894	0.00390441	0.00310461	0.00547335	-0.000350169	0.0172824	-0.00489459	-0.0044892	0.006551	0.00437076
HG03376	0.0370247	0.00371953	0.00315787	0.0025821	0.0269881	-0.000126769	-0.00976965	-0.00768765	0.0060684	0.0108082
HG03378	0.0365214	0.00262613	0.00448735	0.000487057	0.0334125	-0.0165244	-0.000482005	0.0164897	0.0090458	0.00708357
HG03380	0.0352804	0.00289269	0.00192565	0.00325754	0.0199477	-0.000692747	-0.0128297	-0.0048678	-0.00747644	0.0024042
HG03382	0.0362232	0.00358499	0.00302945	0.00247059	0.0374613	-0.0247742	0.00323158	0.0012965	0.00127659	0.0116736
HG03385	0.0361198	0.00560368	-0.00287516	-8.43037e-06	0.0176402	-0.0350771	0.0302669	-0.0164474	0.0255819	-0.00947911
HG03388	0.0339174	0.00286609	-0.00564615	-0.0011187	0.0221418	-0.0216986	-0.00134266	0.0159126	-0.00667845	-0.00438366
HG03391	0.0373302	0.00356628	0.00119494	-0.000886958	0.038037	-0.00951031	-0.0196464	-0.00275472	0.00501019	0.0245417
HG03394	0.0345538	0.00562623	-0.00304775	0.00563782	0.0242882	-0.0028669	-0.00643941	-0.0146228	-0.0154323	0.0141776
HG03397	0.0339346	0.00330011	0.00312663	0.00162515	0.0375164	-0.022977	0.00350551	0.0092876	0.0021368	-0.00584591
HG03401	0.0346473	0.00505377	-0.00293512	0.0026626	0.0242657	-0.0563823	-0.0237137	0.0161027	0.0116193	0.00920492
HG03410	0.0344908	0.00430397	0.0039233	0.00187174	0.0279256	-0.00985969	-0.00926032	0.00641624	-0.00419915	-0.00906685
HG03419	0.0315345	0.00248063	-0.00114456	0.00183703	0.0270536	-0.00896438	0.00446317	-0.0142829	0.00979385	0.00567196
HG03428	0.0370617	0.00148616	-0.00265774	0.00169448	0.0306374	-0.0178562	0.0112816	-0.0048494	0.00630557	0.000952642
HG03432	0.0366131	0.00759921	0.000475397	0.0111296	0.037706	-0.0369502	0.0226662	-0.00934331	0.00866643	-0.00415868
HG03433	0.0371143	0.00654784	-0.000176182	0.00389806	0.0387721	-0.0312974	-0.00372624	-0.0137443	-0.00411767	0.00988672
HG03436	0.0351715	0.00295605	-0.000966893	-0.00299413	0.0208215	0.0128434	-0.0109443	-0.0102644	-0.00560896	0.00141572
HG03437	0.0352651	0.00186395	0.000116724	0.000961013	0.0262894	-0.03531	0.000207807	-0.0110884	0.00708806	-0.02935
HG03439	0.0366745	0.00649019	0.00504498	0.000776795	0.0393083	0.00221682	-0.00926919	-0.0245712	-0.00192031	0.000630054
HG03442	0.0378867	0.0060891	0.000114485	-0.00152817	0.0288006	-0.0116848	-0.0095401	-0.00599125	-0.0109567	-0.00640992
HG03445	0.0360299	0.00467727	0.0028827	0.00347878	0.0225301	-0.00654652	-0.00744186	-0.00339983	-0.00290473	0.00130211
HG03446	0.0385005	0.00472978	0.000932607	-0.00320354	0.0209848	-0.0529824	0.031523	0.0195142	0.027268	-0.0314106
HG03449	0.0355399	0.00721408	0.000867809	0.00266684	0.0341517	-0.0338308	-0.0091025	0.0164909	-0.00696892	-0.00192583
HG03451	0.0358225	0.004132	0.000850144	0.00208653	0.0199283	0.00419912	0.00926631	-0.00276468	0.0111499	0.00741265
HG03452	0.0363972	0.00496207	-0.00272118	0.00337385	0.0279139	-0.0261816	0.0117374	-0.0117607	-0.0133382	-0.00322565
HG03455	0.0371372	0.00589589	0.00348975	-0.00116944	0.0288853	-0.0258791	0.0137263	0.00743169	0.00354098	-0.00745924
HG03457	0.034656	0.00474607	2.13374e-05	-0.00260807	0.0205237	-0.0393694	0.0221216	-0.0254205	0.0233924	0.00856556
HG03458	0.0381318	0.0054218	0.00347464	-0.00138638	0.0212053	-0.00949634	0.0089734	-0.0118505	-0.00209543	0.00119447
HG03460	0.0371363	0.00252687	0.00422262	-0.00192337	0.0326432	-0.0328611	0.0033309	0.0102529	-0.00525054	0.00113058
HG03461	0.0365209	0.00251014	0.00126567	-0.00321334	0.028562	-0.0422211	-0.0110409	0.00881486	-0.00533758	-0.00642426
HG03464	0.0355272	0.0028159	0.00217895	-0.000165803	0.0352605	-0.0323248	0.00124737	0.0123055	-0.000827234	0.0127686
HG03469	0.0377874	0.00344337	0.000481183	-0.00231414	0.03301	-0.0410752	0.0224776	0.0253766	0.00383149	-0.00993434
HG03470	0.0379167	0.00314493	0.00275365	0.00514888	0.0320821	-0.020354	0.00760408	-0.0225092	-0.0068898	0.0125669
HG03472	0.0342662	0.00347609	-0.000520148	-0.00310985	0.026006	-0.0474301	0.00100144	0.00458755	-0.00434998	-0.00655637
HG03473	0.0350563	0.00392057	-0.00300703	-0.00370802	0.0247325	-0.0248735	-0.00478959	-0.00750669	-0.00742195	0.016039
HG03476	0.0368778	0.00407444	0.0030904	-0.000861349	0.0382768	-0.00400049	-0.00215124	-0.000141104	-0.014023	0.00691093
HG03478	0.0375944	0.0023442	0.00251364	-0.00442092	0.0279997	-0.0357253	0.00152636	0.00310982	-0.0102646	-0.00401917
HG03479	0.0358177	0.00438223	0.000222057	0.0019369	0.0276795	-0.0166969	-3.12279e-05	0.00452762	0.000722223	0.0128628
HG03484	0.0337173	0.00336531	0.00142001	0.00205575	0.0277444	-0.0159822	-0.00252425	0.0140521	0.00155471	0.0170446
HG03485	0.0350361	0.00472685	-0.00228738	0.00106287	0.0421764	-0.0164106	0.000507649	0.00635684	-0.00472496	-0.00910078
HG03488	-0.0106258	-0.0116282	0.0300572	0.000195415	0.000942148	0.000856965	-4.8659e-05	-0.000756624	-0.000207666	0.000106712
HG03490	-0.011446	-0.0135922	0.0146732	0.0164009	0.000629978	0.00423483	-0.00238166	0.000123282	0.00011935	-0.00102476
HG03491	-0.0113631	-0.00824196	0.0300917	0.0197987	-0.00141358	0.00190553	0.0028044	-0.000981365	-0.000692877	0.000231001
HG03499	0.0348874	0.00491759	-0.00291311	0.00241635	0.00841034	0.040557	-0.00580033	-0.0166056	0.0115675	0.0158134
HG03511	0.0358421	0.00327522	0.00224051	0.0010158	0.0051996	0.0565494	-0.00215303	-0.0180744	-0.0127936	-0.00661146
HG03514	0.0341531	0.00170659	-0.00040788	0.000593347	0.00707069	0.0457021	0.0028762	-0.00475927	-0.00396345	0.0134932
HG03515	0.0350158	0.0043709	0.00489195	0.00494347	0.000303976	0.0361808	-0.00482	-0.00191266	0.00146724	0.0137709
HG03517	0.036131	0.00342663	0.00125416	0.00116128	0.0142084	0.0500181	0.00139614	0.0111108	0.00510183	0.00635415
HG03518	0.033397	0.00427945	-0.000612556	0.00191416	-0.00617951	0.0401908	-0.00638139	-0.0127409	0.00118159	-0.0123197
HG03520	0.0364057	0.00342668	0.00265982	-1.99509e-05	0.00349941	0.0579513	-0.0104804	-0.0241038	-0.00700175	-0.00572015
HG03521	0.0369147	0.00240402	-0.000899437	0.00490881	0.00979128	0.0132705	-0.00226864	-0.00240292	-0.00290541	-0.00405742
HG03538	0.0337698	0.00342276	0.0010044	-0.00159751	0.0254476	-0.0731199	0.0152738	0.0157666	0.015143	-0.0394314
HG03539	0.0335355	0.00297517	0.000905176	0.00201977	0.031738	-0.0675163	-9.64015e-05	0.0187831	-0.00568019	-0.00576853
HG03547	0.0331346	0.00252315	0.00141246	-0.00614407	0.0302034	-0.00258967	-0.00883761	0.0048717	-0.012257	0.0108669
HG03548	0.0394173	0.0079484	-0.00190637	0.000269509	0.0408786	0.00299867	0.0101124	0.0137493	-0.000816013	0.012869
HG03556	0.0345216	0.00289226	-0.000126188	-0.000139532	0.0157645	-0.021244	0.00547353	0.0113049	0.0170872	0.00688523
HG03557	0.0359909	0.00196805	0.00309477	-0.00235857	0.0257163	0.00037949	0.00465882	0.00299841	-0.00553396	0.00492345
HG03558	0.0341988	0.0043162	-0.000527159	0.00246497	0.0303696	-0.0129111	0.00609977	-0.00874686	0.00890433	0.0144865
HG03559	0.0390881	0.00410081	0.000261452	0.000322711	0.0311821	-0.00504915	-0.00113533	-0.0139137	-0.000195568	0.00373005
HG03563	0.0359582	0.00485608	0.00257606	0.00164086	0.0204452	-0.0227806	0.00259253	0.00870584	0.00657751	0.00303035
HG03565	0.0358561	0.00307155	2.58715e-05	0.00256305	0.0328898	-0.0230795	-0.00631493	0.0223476	0.0197526	0.0125175
HG03567	0.0343892	0.00474307	0.00162187	0.00295482	0.0167701	0.00422538	-0.00285115	-0.0123722	1.49255e-05	0.00857341
HG03571	0.0333078	0.00480613	0.00153895	0.00437392	0.0187008	0.00569119	-0.00495264	-0.0022521	0.00864614	0.0130502
HG03572	0.0348771	0.00288764	-0.00357527	-0.00176201	0.0124744	-0.0134295	0.00691001	-0.0144109	-0.0161825	0.0122179
HG03575	0.035954	0.00334577	0.000732541	-0.000549208	0.0355079	-0.0354037	-0.00559362	-0.00122331	0.0114849	0.0225907
HG03577	0.0358352	0.0025657	0.00351887	-0.0018628	0.0253985	-0.0262451	0.00836232	-0.00116328	0.00592697	0.0161898
HG03578	0.036052	0.00215309	-0.000140066	-0.00331357	0.00300182	0.00419263	-0.00722472	-0.0094651	0.00285604	0.0120237
HG03583	0.0357288	0.00555179	-0.00211792	-0.00086344	0.0288972	0.00199663	0.00368391	0.00831764	-0.00099819	0.00700828
HG03585	-0.0119036	-0.0107022	0.0261062	0.0140736	-7.2069e-07	0.00379826	-0.00113245	-0.00201583	-0.00294593	-0.000667071
HG03589	-0.0122144	-0.00324396	0.0375957	0.012103	0.000293382	-0.00158544	0.000845394	0.0029899	0.00252422	-0.000829173
HG03593	-0.0130784	-0.00343429	0.0348886	0.00895578	2.69477e-05	-0.00214722	-8.09658e-05	0.000882402	3.2087e-05	0.00018929
HG03594	-0.011608	-0.0093737	0.0387927	0.00521237	0.0015404	0.00283971	-0.00310488	0.000958556	2.71779e-05	-0.000125199
HG03595	-0.010598	-4.32111e-05	0.0377281	0.00525679	0.00173711	0.00231097	-0.00532774	0.00110105	-0.00169364	0.00255342
HG03598	-0.0121868	-0.00606241	0.0326423	0.0100491	-0.00244614	-0.0020402	0.00117327	-0.000429197	0.000210749	0.00398164
HG03600	-0.0112211	-0.00802365	0.0566615	0.0143505	0.000647975	-0.00268695	-0.00302341	-0.00114979	0.00161305	-0.00102502
HG03603	-0.0119806	-0.00243773	0.0467147	0.0107607	0.000723968	0.00254409	-0.00220137	-0.00101969	-0.000105245	0.00237938
HG03604	-0.0119421	-6.15854e-05	0.027107	0.00162315	0.00269424	-0.000962199	-0.000551972	-0.000932559	0.000430402	0.000937959
HG03607	-0.0112034	-0.000343306	0.0342382	0.00816619	0.000599053	-0.00185968	0.000809728	-0.00283347	-0.00167603	9.5247e-05
HG03611	-0.0115941	-0.00583603	0.0430447	0.0225917	0.000331027	0.000313585	-0.00152938	0.000477225	-0.00199131	-0.00143465
HG03615	-0.0110719	-0.00521601	0.0339557	0.0123475	0.000762244	-0.00181894	0.00155752	0.00157756	0.000593405	-0.00202373
HG03616	-0.0129983	0.00145759	0.0302198	0.00289536	-0.00107297	-0.0013279	-0.000904231	-0.000949703	-0.00190439	0.00149868
HG03619	-0.00961391	-0.0196895	0.0268147	-0.00693166	0.00127412	0.00169923	-0.00081508	0.00150427	0.00304472	0.000844669
HG03624	-0.011264	-0.0129153	0.0295196	0.0067247	-0.000710969	0.000640081	0.000307876	0.00190075	0.00225036	-0.00272082
HG03625	-0.010449	-0.0133279	0.0224051	0.0106552	6.41664e-06	-0.000627426	0.00174866	-0.00152201	0.00061291	-0.00134509
HG03629	-0.0116729	-0.00676467	0.0323434	0.0110894	0.00108012	0.000413911	0.000264111	-0.000468032	-0.00298305	-0.000187849
HG03631	-0.0108809	-0.0119176	0.0135292	0.0143784	0.00123224	0.00319298	0.00213984	0.00318957	-0.000361162	-0.00199266
HG03634	-0.0117091	-0.00693607	0.029596	0.00833528	-0.000177537	0.00169577	-9.09192e-05	-0.00154653	-0.00101648	0.000944584
HG03636	-0.0118978	-0.0120614	0.0191415	0.0133999	-0.000183485	0.0026239	0.00169961	-0.00189532	-0.00120927	-0.00487553
HG03640	-0.0118499	-0.00130494	0.0436804	0.00252094	0.00162127	-0.00273132	-0.00274478	4.90328e-05	-0.00150172	0.00166188
HG03642	-0.0112063	1.11227e-05	0.0464234	0.0111361	0.000330961	-0.000365494	-0.00126157	-0.00155375	-0.000645902	0.00104216
HG03643	-0.0122244	-0.00646168	0.0460939	0.0280252	0.000793868	-0.000307217	0.000266327	-0.00125255	-0.00117306	-0.000129545
HG03644	-0.0112324	-0.00460518	0.0530907	0.0197623	-0.000221821	0.00334856	-0.00240516	-0.00245821	-0.00105614	0.0027502
HG03645	-0.0105413	-0.00854573	0.0369173	0.0106889	-0.00192254	0.00204809	-0.000167889	-0.00144925	0.000406848	0.00227263
HG03646	-0.0114388	-0.00136807	0.0451753	0.00765799	-0.00111376	-1.57573e-05	0.000996915	-3.10001e-05	-0.000304585	0.000502883
HG03649	-0.0111712	-0.00995644	0.0254402	0.0100713	0.000614238	-0.00024629	-0.000642634	0.000645795	-0.000299937	-0.000567043
HG03652	-0.0106372	-0.00669418	0.0348457	0.0119442	-0.00209859	3.86582e-05	0.00294773	-0.00314963	-0.00303971	0.000454946
HG03653	-0.0104636	-0.00757317	0.0313388	0.0136983	0.0009453	-0.000323766	0.000960463	0.00230131	0.00117606	-0.00276862
HG03660	-0.0102566	-0.0072143	0.0327795	0.00514062	0.000503975	-0.00162754	-0.000216088	-0.00120694	0.0016089	-0.000781205
HG03663	-0.012008	-0.00457213	0.0465479	0.00697338	0.00176982	0.00024993	-0.00171454	0.00023611	0.00326276	0.000636063
HG03667	-0.0114914	-0.00349703	0.0369241	0.00510053	0.00188137	-0.000491308	0.00158694	0.00149997	0.000791862	-0.00140163
HG03668	-0.0106994	-0.00927928	0.0267442	0.0148916	-0.00105579	0.0024641	0.00224572	0.000292286	0.00168916	0.00149969
HG03672	-0.0109072	-0.00348432	0.0378975	0.0167185	-0.000405563	0.00141899	-0.000831577	0.00197919	0.000578245	-0.00423386
HG03673	-0.0106199	-0.00889622	0.0454674	0.0273278	0.00094272	0.0025603	0.00215157	-0.00589247	-0.00344522	-0.00142374
HG03679	-0.010341	-0.00721618	0.0412343	5.07774e-05	0.000417109	-0.00473435	-0.00200305	0.00076678	-0.000764547	-0.000307862
HG03680	-0.011897	-0.00467334	0.0392011	0.0151881	0.000678162	1.59715e-05	-0.00419626	0.00143819	0.00144404	0.00396859
HG03681	-0.0112843	-0.0085483	0.05139	0.0218339	0.00174408	0.00357381	-0.00130878	4.13923e-05	-0.00337952	0.00166221
HG03684	-0.011105	-0.00439131	0.0574955	0.00905884	0.000159667	0.00305565	-0.00208908	0.00283471	0.000742725	-0.00050365
HG03685	-0.0112136	-0.012134	0.0343216	0.0183812	0.000879852	-0.00277117	-0.000160059	-0.000758748	-0.00126383	-0.00114706
HG03686	-0.0104356	-0.00351098	0.0311267	0.0103284	-3.73013e-06	0.000770625	0.000384579	-0.00279362	-0.00194236	-0.00150523
HG03687	-0.0123205	-0.00394238	0.0421801	0.0162085	0.000909412	0.00117961	-0.00135699	-0.00237979	-0.00169415	0.000556465
HG03689	-0.0113133	-0.00609948	0.0373611	0.0109643	0.000276994	0.000492233	0.00122337	0.000425306	-0.000498135	-0.00313078
HG03690	-0.0114932	-0.0107125	0.0297508	0.0117146	-0.00107327	-0.000283742	-0.000743831	0.00157406	0.00298731	0.00087241
HG03691	-0.0117764	-0.00679748	0.0360556	0.0101892	-0.000234274	0.00198126	-0.00114344	-0.00114505	0.000492941	0.00111687
HG03692	-0.0119244	0.00246829	0.0454218	0.00443747	0.00115081	-0.00054907	0.00022722	0.00217209	-0.0013734	-0.00199537
HG03693	-0.0117335	-0.00415062	0.0502522	0.0177444	0.00264007	-0.00205089	0.00313964	0.000410761	-2.91534e-06	0.000770194
HG03694	-0.0115406	-0.00964229	0.0235278	-0.00142846	0.000530152	-0.00534569	-0.00304694	-0.000275983	-7.17174e-05	0.00171896
HG03695	-0.0116548	-0.0107522	0.0348938	0.0144704	-0.00307691	-0.00098576	-0.000276615	0.000502215	-0.000409352	-0.00157999
HG03696	-0.013172	-0.00235725	0.0343424	0.0211227	0.000288451	0.00258476	0.000783999	0.00173506	-0.000846632	-0.00252573
HG03697	-0.0125638	-0.0053539	0.0317791	0.0220398	0.000122791	-0.000388868	0.0013381	-0.00167847	0.000200533	-0.00143721
HG03698	-0.0105899	-0.00319086	0.0478652	0.0114635	-4.304e-05	-0.00372633	-0.00152752	-0.000389522	0.000709476	0.000536092
HG03702	-0.011137	-0.0075214	0.0445083	0.00676452	-0.000348801	-0.00275895	-0.00168539	-0.00189303	-0.00162392	0.00565835
HG03703	-0.0117442	-0.00491607	0.0382002	0.0120079	0.000486501	0.00265766	-0.000460389	-0.00326676	0.000624245	-0.00298233
HG03705	-0.0116765	-0.00796635	0.0369748	0.00331173	0.00157424	0.000642168	-0.00286167	-0.000985628	0.000184931	-0.00138971
HG03706	-0.010484	-0.00317348	0.0317547	0.00283841	0.00205001	0.000116638	-0.00109372	-0.0004752	-0.00199275	-0.000947474
HG03708	-0.0109866	-0.00760722	0.0354226	0.0244224	-0.00103353	0.000943519	0.00106064	-0.00119139	-0.000439459	-0.00214811
HG03709	-0.0126356	0.000172021	0.0376178	0.013108	-0.000261991	-0.00467487	0.00213362	-0.00349045	0.00257393	0.00184283
HG03711	-0.0109848	-0.00894701	0.0496296	0.0205152	0.000782627	0.00289832	0.00280997	-0.00138614	-0.000965909	-0.0040212
HG03713	-0.0112944	-0.0103962	0.0361066	0.0186271	-0.0012658	-0.000483132	0.00252921	-0.00238156	0.00263043	-0.00116083
HG03714	-0.0118379	-0.0107885	0.0208686	0.0196854	-0.00089636	0.00146916	0.00251205	0.000331464	-0.00200383	-0.00368682
HG03716	-0.0120004	-0.00863135	0.0304815	0.0135738	-0.0013537	0.00193555	0.00072724	-0.00295823	-0.00176483	-0.00278014
HG03717	-0.0119774	-0.0082187	0.037794	0.0148997	4.80317e-05	-0.00103656	0.00232439	0.00454075	0.00179572	-0.00118761
HG03718	-0.0123761	-0.0079868	0.0439128	0.00758143	6.29856e-05	-0.00234761	-0.000453077	-0.00167716	0.00242307	0.0008772
HG03720	-0.0116831	-0.00686526	0.0447654	0.0152513	0.00152096	-0.000545856	0.0040405	0.00248073	-0.00182863	-0.0011785
HG03722	-0.01156	-0.00264968	0.0402873	0.021227	0.00252424	0.00326862	0.000587913	-0.00242838	0.000739808	-0.00104048
HG03727	-0.0116501	-0.0121502	0.034977	0.0177722	-0.00112828	-0.00176335	-0.00231482	-0.00201939	-0.00297974	4.91899e-06
HG03729	-0.0107591	-0.00473759	0.0344303	0.00956568	-0.000313915	-0.000254662	0.000935337	0.00183609	0.00187449	-0.000471301
HG03730	-0.0113616	-0.00206096	0.0373846	0.00763939	-0.000402385	-0.00219199	0.000213033	-0.00111782	0.000940806	-0.00137653
HG03731	-0.0121697	-0.00679126	0.0484701	0.0116771	0.00242908	0.00229737	-0.00154308	-0.000605349	-0.000684286	0.000723641
HG03733	-0.0112331	-0.0088336	0.0394362	0.00726292	0.00153543	0.001873	-0.00149325	0.00102362	0.00126338	-0.000266429
HG03736	-0.0109817	-0.0111839	0.0296091	0.00170925	0.00225036	-0.00178213	-0.000700409	0.00051445	0.00107917	0.00128376
HG03738	-0.00998948	-0.0119838	0.0423352	0.0170483	0.000880997	0.00303861	0.000471012	-0.000231167	-0.000474289	-0.00301122
HG03740	-0.0115823	-0.00153958	0.0428287	0.000975814	-0.00127405	-0.00153059	-0.00220739	0.000306593	-0.00203703	0.000123908
HG03741	-0.0117726	-0.00508798	0.0441759	-0.00178437	0.000243759	0.00485033	-0.00756555	-0.00290006	-0.000161726	-0.000442917
HG03742	-0.0103443	-0.00412394	0.0428064	0.0134497	-0.0005096	0.00185264	-0.00312904	0.000390735	0.00160595	0.00119503
HG03743	-0.011652	-0.00360408	0.0368537	0.0168227	-0.00185642	0.00196507	-0.00366475	-0.00329245	-0.000623525	0.000476116
HG03744	-0.011994	-0.00531277	0.0433361	0.0085343	-0.000102657	-0.00148521	0.000427667	-0.00233908	-0.00145519	-0.00214465
HG03745	-0.0115203	-0.00363027	0.031654	0.0134524	-0.0015631	0.000539422	-0.00142323	-4.58734e-05	0.00150169	0.000822325
HG03746	-0.0118573	-0.00865577	0.0269552	0.013459	-0.000902814	0.0005289	0.000656044	0.000462685	0.0015589	-0.00069028
HG03750	-0.0105991	-0.0111408	0.0356851	0.0173603	-0.00120668	0.00303962	0.00342753	-0.00268737	-0.000640325	-0.00174932
HG03752	-0.012136	-0.00456286	0.040471	0.00871762	0.000987858	0.00441776	-0.00235158	-0.0011229	-0.00161164	0.0018293
HG03753	-0.0120038	-0.00787158	0.0414399	0.00800321	0.00170917	-0.000408002	-0.000218608	-0.00154591	0.00187098	0.000965129
HG03754	-0.0112865	-0.00982453	0.0383665	0.0125909	0.00083171	0.00279442	0.000859277	-0.00418502	-0.00456169	-0.00313236
HG03755	-0.0105022	-0.00674467	0.0375972	0.0133037	-0.000891133	0.0023047	0.000628073	0.00140582	-0.000384823	-0.000180717
HG03756	-0.0106144	-0.0064306	0.0442278	0.014015	0.00123194	-0.0029487	-0.00238465	-0.00148065	-0.00151763	-0.000715495
HG03757	-0.0115258	-0.00279067	0.0445776	0.0112043	0.00313592	0.00157412	-0.00239609	-0.000923944	-0.00049574	0.00549391
